id_record;tanggal;komoditas;kategori_komoditas;satuan;pasar;kecamatan;harga;volume_distribusi;ramadhan;idul_fitri;natal_tahun_baru;hujan;operasi_pasar;gangguan_distribusi;banjir;nama_kearifan;jenis_kearifan;kearifan_score;faktor_utama;target_harga_next_day
319;2025-07-09;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;40000;173,3;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;40000
320;2025-07-09;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32500;241,2;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,7;Normal;33000
321;2025-07-10;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;13100;521;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Normal;13200
322;2025-07-10;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39000;177,3;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,59;Normal;39000
323;2025-07-10;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;33000;187,9;0;0;0;1;0;1;0;Tawar-Menawar Tradisional;Budaya;0,55;"Hujan; Gangguan Distribusi";33500
324;2025-07-10;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;276,7;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,73;Normal;38000
325;2025-07-11;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39500;176,4;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;40000
326;2025-07-11;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32500;223,1;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,79;Normal;33000
327;2025-07-11;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;274,2;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;39000
328;2025-07-11;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;405,3;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,82;Normal;17700
329;2025-07-12;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;33000;251,4;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Normal;33500
330;2025-07-12;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;256,8;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,59;Normal;39000
331;2025-07-12;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;314,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Normal;17700
332;2025-07-12;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;528,1;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Normal;13100
333;2025-07-13;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;39000;245,8;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,71;Normal;39500
334;2025-07-13;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17700;402,9;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;17800
335;2025-07-13;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;533,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Normal;13100
336;2025-07-13;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;200,4;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,79;Normal;37500
337;2025-07-14;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17700;363,3;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Hujan;17900
338;2025-07-14;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;545,4;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;Normal;13000
339;2025-07-14;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;181,8;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;39000
340;2025-07-14;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;33000;225,7;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,67;Normal;33000
341;2025-07-15;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;509,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,54;Normal;13200
342;2025-07-15;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;183,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,56;Normal;38500
343;2025-07-15;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32500;221,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,75;Normal;32500
344;2025-07-15;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;245,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,8;Normal;39000
345;2025-07-16;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;183,4;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Normal;38500
346;2025-07-16;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32500;201,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,62;Normal;33000
347;2025-07-16;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;254,6;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Normal;38500
348;2025-07-16;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;472,8;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,59;Normal;17700
349;2025-07-17;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;33000;223,6;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Normal;33500
350;2025-07-17;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;235,9;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Hujan;38500
351;2025-07-17;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;378,7;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,61;Normal;17800
352;2025-07-17;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;561,5;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,55;Normal;13100
353;2025-07-18;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38500;293;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Normal;39000
354;2025-07-18;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17500;449;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;Normal;17700
355;2025-07-18;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;511,1;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Normal;13200
356;2025-07-18;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37500;174,6;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,64;Normal;37500
357;2025-07-19;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;455,5;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Normal;17800
358;2025-07-19;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;524,5;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;13100
359;2025-07-19;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;189,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;39500
360;2025-07-19;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;193,5;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,56;Normal;34000
361;2025-07-20;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;539;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Normal;13100
362;2025-07-20;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;158,1;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,8;Normal;39000
363;2025-07-20;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;236,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,72;Normal;34000
364;2025-07-20;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;262,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Hujan;37500
365;2025-07-21;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;180,8;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;Normal;39000
366;2025-07-21;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;220,5;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;Normal;34000
367;2025-07-21;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;260,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;37000
368;2025-07-21;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17500;443,1;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;17700
369;2025-07-22;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;231,5;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,58;Hujan;34500
370;2025-07-22;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;247,7;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Normal;37000
371;2025-07-22;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17700;411,2;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,8;Hujan;17900
372;2025-07-22;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;526,7;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Normal;13100
373;2025-07-23;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;260,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,7;Normal;37000
374;2025-07-23;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17400;386,8;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Normal;17600
375;2025-07-23;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13100;578,3;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Hujan;13200
376;2025-07-23;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37500;194,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Normal;38000
377;2025-07-24;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17500;341,2;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Normal;17600
378;2025-07-24;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;468,2;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Normal;13100
379;2025-07-24;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;39000;172,8;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Hujan;39500
380;2025-07-24;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;223,6;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Normal;33500
381;2025-07-25;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;510,5;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;Normal;13000
382;2025-07-25;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;39000;179,6;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,66;Hujan;39500
383;2025-07-25;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;226,5;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Normal;34000
384;2025-07-25;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;224,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;Normal;37500
385;2025-07-26;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;165,7;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,56;Normal;38500
386;2025-07-26;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;204,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,78;Normal;34000
387;2025-07-26;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;268,7;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;37000
388;2025-07-26;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17700;400,9;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,77;Normal;17800
389;2025-07-27;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;222,1;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,82;Normal;34000
390;2025-07-27;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;258,6;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,79;Normal;37500
391;2025-07-27;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17600;422,7;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;17800
392;2025-07-27;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12700;581,3;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,71;Normal;12800
393;2025-07-28;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;268;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Normal;37500
394;2025-07-28;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17600;418,1;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Normal;17700
395;2025-07-28;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12500;486,8;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;Normal;12700
396;2025-07-28;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;191,7;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;38500
397;2025-07-29;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17500;436,2;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,68;Normal;17700
398;2025-07-29;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12900;440,4;0;0;0;1;0;1;0;Pasokan Harian Tanpa Gudang;Distribusi;0,71;"Hujan; Gangguan Distribusi";13000
399;2025-07-29;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;186,8;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,55;Normal;39000
400;2025-07-29;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;33500;201,6;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;34000
401;2025-07-30;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12600;548,5;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;12700
402;2025-07-30;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;39000;176,6;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,7;Normal;39000
403;2025-07-30;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34500;220,1;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;Normal;34500
404;2025-07-30;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;256,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Normal;37500
405;2025-07-31;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38500;160,8;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Normal;38500
406;2025-07-31;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;217,6;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,79;Normal;35000
407;2025-07-31;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;262,3;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Hujan;38000
408;2025-07-31;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17800;469;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Normal;18000
409;2025-08-01;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;221,3;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,68;Normal;34000
410;2025-08-01;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;301,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,7;Normal;38000
411;2025-08-01;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17700;457,2;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,65;Normal;17800
412;2025-08-01;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12800;507,1;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,78;Normal;13000
413;2025-08-02;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;229,9;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,6;Normal;38000
414;2025-08-02;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17900;367,3;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Hujan;18100
415;2025-08-02;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12600;507,3;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;12700
416;2025-08-02;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;41000;189,5;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Normal;41500
417;2025-08-03;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17700;453,8;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,76;Normal;17900
418;2025-08-03;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12900;515;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,61;Normal;13100
419;2025-08-03;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;40500;173,5;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Normal;41000
420;2025-08-03;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;33500;212,2;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Normal;33500
421;2025-08-04;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12700;499,4;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;12800
422;2025-08-04;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;41000;175,6;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,57;Normal;41000
423;2025-08-04;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;33500;189,8;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Normal;33500
424;2025-08-04;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;38500;183,5;0;0;0;1;0;1;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;"Hujan; Gangguan Distribusi";39000
425;2025-08-05;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;40500;177,7;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,71;Normal;40500
426;2025-08-05;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;33500;234,9;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Normal;34000
427;2025-08-05;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;244,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;Normal;38000
428;2025-08-05;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17900;439,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Normal;18100
429;2025-08-06;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;34000;214,5;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Hujan;34500
430;2025-08-06;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;38000;237,1;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,75;Hujan;38500
431;2025-08-06;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;18100;357,9;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,69;Hujan;18300
432;2025-08-06;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12900;443,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,72;Normal;13100
433;2025-08-07;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37500;291,2;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;37500
434;2025-08-07;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;18200;408,5;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Hujan;18400
435;2025-08-07;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12800;485;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Hujan;12900
436;2025-08-07;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;41000;190,6;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Normal;41500
437;2025-08-08;Minyak Goreng;Pangan Olahan;liter;Pasar Moneng Sepati;Lubuklinggau Selatan II;17900;435,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Normal;18100
438;2025-08-08;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12900;566,5;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Normal;13000
439;2025-08-08;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;41000;179,6;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,76;Normal;41500
440;2025-08-08;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;33500;230,4;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,7;Normal;34000
441;2025-08-09;Beras;Pangan Pokok;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;12800;568,8;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,81;Normal;12900
442;2025-08-09;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;41000;186,3;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,82;Normal;41500
443;2025-08-09;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;34000;218;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Hujan;34500
444;2025-08-09;Daging Ayam;Protein Hewani;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;212;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,77;Normal;38500
445;2025-08-10;Cabai Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;40500;180,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;41000
446;2025-08-10;Bawang Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;34000;244,5;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;Normal;34500
447;2025-08-10;Daging Ayam;Protein Hewani;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;37500;260,2;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,6;Normal;38000
448;2025-08-10;Minyak Goreng;Pangan Olahan;liter;Pasar Simpang Periuk;Lubuklinggau Selatan I;17300;468,6;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Normal;17500
